id,Machine_Failure_pred,Probability
136429,0,0.0021152253682862644
136430,0,0.0011219621037687486
136431,0,0.002607387776250929
136432,0,0.0028900355720157937
136433,0,0.0034600809492099515
136434,0,0.0026565058288189813
136435,0,0.0037243419389507613
136436,0,0.004929207430096193
136437,0,0.0014709814082716935
136438,0,0.0013249261787448901
136439,0,0.0023930044216557518
136440,0,0.00211873763968198
136441,0,0.0013027319643421783
136442,0,0.0018624394445020667
136443,0,0.002985940638049908
136444,0,0.005302845075909523
136445,0,0.0010811696150679587
136446,1,0.9902984424863334
136447,0,0.002530180489737978
136448,0,0.001991351187715601
136449,0,0.005262581372868298
136450,0,0.004051469263162069
136451,0,0.020084315573836428
136452,0,0.020766078473487968
136453,0,0.003754597616597358
136454,0,0.0015342069824784363
136455,0,0.0019174901243959005
136456,0,0.006819353542686716
136457,0,0.0060803580743011105
136458,0,0.004621259123689617
136459,0,0.003370151301977187
136460,0,0.0027080089685897653
136461,0,0.0011830984786845734
136462,0,0.016566701548824753
136463,0,0.0022668046300426932
136464,0,0.0034329700342190005
136465,0,0.0015943761503057837
136466,0,0.0019906602835303828
136467,0,0.0014225379861017525
136468,0,0.0026361874467786908
136469,0,0.0013801902443418106
136470,0,0.0028219320538456156
136471,0,0.008063913728378084
136472,0,0.006785811585099118
136473,0,0.002522034427203778
136474,0,0.002491673947622213
136475,0,0.0029240420408163763
136476,0,0.006607992945551358
136477,0,0.002384728546368645
136478,0,0.002133018470785595
136479,0,0.001348696102991059
136480,0,0.006607977451056843
136481,0,0.0022117285128056613
136482,0,0.02904389799183889
136483,0,0.0028948101277207518
136484,0,0.001128175826296849
136485,0,0.001383116019729064
136486,0,0.0025238691524474477
136487,0,0.0015945625480960084
136488,0,0.003944514257925107
136489,0,0.0011935379719689098
136490,0,0.021360715260321888
136491,0,0.003433461186781492
136492,0,0.0032125471415952356
136493,0,0.003233365717877366
136494,0,0.0011390438788350583
136495,0,0.0029227365796829
136496,0,0.0046813130647492375
136497,0,0.0028464181874385515
136498,0,0.009828814622989205
136499,0,0.0013716487359569907
136500,0,0.0007283497939892329
136501,0,0.00173049083330571
136502,0,0.006595377423903809
136503,0,0.0025985636388804047
136504,0,0.0013144670231901483
136505,0,0.0011300079006779636
136506,0,0.0028390847668179164
136507,0,0.0007821059017625006
136508,0,0.001036992379885151
136509,0,0.0036121752212454317
136510,0,0.0016562559392035983
136511,0,0.009524425798505255
136512,0,0.0008898815938642267
136513,0,0.0068692589751547855
136514,0,0.0021387594893349598
136515,0,0.002169141680808188
136516,0,0.0036554093736427653
136517,0,0.001723385227632678
136518,0,0.0017094149712368139
136519,0,0.002659736806877829
136520,0,0.0017011972458554952
136521,0,0.0020184697368293026
136522,0,0.0032640179605236985
136523,0,0.0012725297045150363
136524,0,0.0013800788915391902
136525,0,0.005627442192541339
136526,0,0.005608255106898253
136527,0,0.006963679611551988
136528,0,0.0014037408631100876
136529,0,0.005881625688591557
136530,0,0.002693447574552832
136531,0,0.0037515274860853835
136532,0,0.003403550338611893
136533,0,0.0026443179401328875
136534,0,0.0005806538642830516
136535,0,0.002920770607177713
136536,0,0.0021575120538508234
136537,0,0.0009840561951816678
136538,0,0.005802269082815162
136539,0,0.0013519731798910732
136540,0,0.002007247061842754
136541,0,0.0008926334030375555
136542,0,0.004121813829359614
136543,0,0.007365302211895389
136544,0,0.0021458815974728634
136545,0,0.005427107681586942
136546,0,0.0007435910712919133
136547,0,0.0033479365449302833
136548,0,0.0023587118268993913
136549,0,0.0019057739521992482
136550,0,0.006067642586989689
136551,0,0.001933610734012754
136552,0,0.0017069922827288669
136553,0,0.0014339530065377213
136554,0,0.0033463129913368114
136555,0,0.013732865017726512
136556,0,0.008039378678569853
136557,0,0.004502250423070894
136558,0,0.003973589473808728
136559,0,0.0029033507220718236
136560,0,0.004529677697366132
136561,0,0.009552852056246943
136562,0,0.002046517191203454
136563,0,0.0027712470931381865
136564,0,0.0015925478423457098
136565,0,0.015306988471851734
136566,0,0.0013328693953568618
136567,0,0.005447276594068319
136568,0,0.0035530401555604
136569,0,0.004111142042175396
136570,0,0.000981430892933673
136571,0,0.00506328965752323
136572,0,0.003702520145905686
136573,0,0.0017571176526716978
136574,0,0.005687751363289695
136575,0,0.0017169343987294811
